source,source_row,z,y,x,theta_deg,winding,dk,ct_brightness,conf,pre_repair_global_id,labeled_frac_5cube
unlab,1162,4240,2118,1883,120.0,4,1,148,,272619,0.384
unlab,1227,4368,2057,1891,144.0,4,1,140,,286686,0.384
unlab,1228,6928,2190,1873,144.0,4,1,128,,223883,0.384
unlab,1876,5392,2198,1994,78.0,5,1,163,,223883,0.384
unlab,2184,10576,1678,1532,204.0,5,1,172,,567042,0.384
unlab,2383,5968,2078,1957,282.0,5,1,142,,344897,0.384
unlab,2392,4304,1982,1938,288.0,5,1,124,,286481,0.384
unlab,2767,6736,2245,1966,78.0,6,1,126,,366031,0.384
unlab,2833,1616,1788,1562,108.0,6,1,142,,63448,0.384
unlab,2906,7248,2185,1904,138.0,6,1,164,,382080,0.384
unlab,3039,8528,1818,1721,198.0,6,1,104,,409097,0.384
unlab,3223,8528,1768,1796,264.0,6,1,170,,416506,0.384
unlab,3599,1680,1791,1592,84.0,7,1,151,,63448,0.384
unlab,3735,7056,2208,1880,138.0,7,2,150,,223883,0.384
unlab,3862,10576,1673,1520,204.0,7,1,174,,567042,0.384
unlab,3985,6672,2089,1941,252.0,7,1,169,,223883,0.384
unlab,3996,4368,1957,1919,258.0,7,3,137,,288133,0.384
unlab,4050,4816,1955,1945,282.0,7,1,113,,310024,0.384
unlab,4596,8208,1873,1814,204.0,8,2,165,,409177,0.384
unlab,4643,2384,1853,1638,228.0,8,1,164,,138225,0.384
unlab,4759,2512,1864,1791,288.0,8,1,136,,63448,0.384
unlab,4992,7120,2235,1972,72.0,9,1,154,,381816,0.384
unlab,5143,10384,1858,1562,144.0,9,1,172,,538446,0.384
unlab,5155,9808,1920,1532,156.0,9,1,157,,500578,0.384
unlab,5262,1680,1614,1545,246.0,9,2,175,,93339,0.384
unlab,5287,2192,1799,1565,258.0,9,1,162,,126782,0.384
unlab,5316,4368,1930,1934,270.0,9,1,149,,287955,0.384
unlab,5339,2064,1742,1606,282.0,9,1,159,,63448,0.384
unlab,5551,8464,1959,1859,72.0,10,1,129,,223883,0.384
unlab,5677,6608,2283,1882,132.0,10,1,129,,223883,0.384
unlab,5688,8784,1940,1648,138.0,10,1,144,,437793,0.384
unlab,5738,1424,1685,1531,204.0,10,1,134,,94402,0.384
unlab,5751,6032,2086,1895,210.0,10,1,147,,223883,0.384
unlab,5868,5776,2033,1966,270.0,10,2,150,,331428,0.384
unlab,5967,7440,1998,2041,312.0,10,1,153,,390087,0.384
unlab,5973,7312,2020,2066,318.0,10,1,149,,389857,0.384
unlab,6096,6096,2226,2008,78.0,11,2,160,,344569,0.384
unlab,6150,5456,2188,1948,108.0,11,2,156,,332264,0.384
unlab,6166,5904,2229,1900,114.0,11,1,125,,338416,0.384
unlab,6180,7248,2215,1916,120.0,11,1,136,,381746,0.384
unlab,6345,5264,1983,1947,258.0,11,2,124,,318847,0.384
unlab,6396,7120,2058,1955,282.0,11,1,126,,382447,0.384
unlab,6406,5648,2030,2011,288.0,11,2,138,,223883,0.384
unlab,6565,8144,1988,1891,90.0,12,1,160,,413323,0.384
unlab,6696,5264,2005,1898,228.0,12,1,141,,318847,0.384
unlab,6744,6352,2056,1940,258.0,12,1,146,,352160,0.384
unlab,6920,5072,2190,1956,96.0,13,1,162,,310035,0.384
unlab,6938,6352,2244,1926,108.0,13,1,152,,223883,0.384
unlab,6946,6160,2221,1950,114.0,13,1,146,,223883,0.384
unlab,7513,5840,2016,2016,288.0,15,1,156,,338357,0.384
unlab,7634,9872,1951,1493,156.0,16,1,135,,500732,0.384
unlab,7719,1168,1789,1778,342.0,16,1,176,,63448,0.384
unlab,8493,3792,2209,1498,156.0,30,1,127,,240252,0.384
unlab,8723,8528,2224,2225,42.0,48,1,176,,223883,0.384
unlab,8819,1360,2518,1864,72.0,57,1,177,,86501,0.384
wedge,2691,8528,2279,2056,60.0,51,,,1,430326,0.384
unlab,105,1616,1760,1571,108.0,2,1,159,,63448,0.376
unlab,603,6544,2222,1892,150.0,3,1,123,,223883,0.376
unlab,997,6224,2177,2073,24.0,4,1,153,,352618,0.376
unlab,1046,1616,1772,1646,54.0,4,1,166,,63448,0.376
unlab,1330,4112,2028,1887,192.0,4,1,129,,257905,0.376
unlab,1360,5840,2091,1910,204.0,4,1,128,,331426,0.376
unlab,1563,7568,1972,2024,300.0,4,1,132,,395614,0.376
unlab,1737,4560,2097,2005,18.0,5,1,117,,288662,0.376
unlab,1781,4176,2103,2001,36.0,5,1,158,,273116,0.376
unlab,1796,4880,2122,2020,48.0,5,1,122,,223883,0.376
unlab,1808,6224,2182,2013,54.0,5,1,161,,223883,0.376
unlab,1948,8848,1959,1699,114.0,5,1,154,,449354,0.376
unlab,2131,3728,2010,1868,186.0,5,1,156,,219323,0.376
unlab,2234,1552,1662,1532,222.0,5,1,184,,94505,0.376
unlab,2314,10576,1676,1646,252.0,5,1,194,,598074,0.376
unlab,2795,1616,1793,1591,90.0,6,1,124,,63448,0.376
unlab,2870,9744,1940,1628,120.0,6,1,164,,500444,0.376
unlab,3121,6480,2093,1903,228.0,6,1,123,,223883,0.376
unlab,3206,7696,1926,1939,258.0,6,1,155,,395683,0.376
unlab,3215,10960,1166,1906,258.0,6,1,168,,629471,0.376
unlab,3389,2576,1938,1845,330.0,6,1,171,,141646,0.376
unlab,3392,4240,2034,1970,330.0,6,2,110,,272834,0.376
unlab,3401,10448,1751,1715,330.0,6,1,186,,566770,0.376
unlab,3474,1552,1803,1743,30.0,7,1,138,,63448,0.376
unlab,3574,4304,2136,1951,72.0,7,1,156,,272779,0.376
unlab,3620,7120,2218,1939,90.0,7,1,151,,381816,0.376
unlab,3737,8912,1882,1704,138.0,7,2,135,,449760,0.376
unlab,3801,3728,2029,1845,174.0,7,1,143,,219323,0.376
unlab,3959,1104,1826,1491,246.0,7,2,162,,63985,0.376
unlab,4282,2000,1803,1673,48.0,8,1,166,,63448,0.376
unlab,4789,7696,1913,2005,300.0,8,1,140,,404839,0.376
unlab,4963,6480,2291,2042,60.0,9,1,178,,223883,0.376
unlab,5006,9232,1988,1828,78.0,9,1,132,,459335,0.376
unlab,5084,5072,2157,1912,120.0,9,1,142,,317404,0.376
unlab,5113,6416,2225,1915,132.0,9,1,154,,223883,0.376
unlab,5138,6416,2216,1894,144.0,9,1,158,,223883,0.376
unlab,5517,4944,2120,1998,60.0,10,1,129,,223883,0.376
unlab,5544,4240,2153,1940,72.0,10,2,147,,273241,0.376
unlab,5569,7504,2152,1981,84.0,10,2,147,,396061,0.376
unlab,5592,9296,2019,1848,90.0,10,1,168,,469755,0.376
unlab,5638,7568,2138,1940,114.0,10,1,152,,395698,0.376
unlab,5676,6416,2229,1911,132.0,10,1,158,,223883,0.376
unlab,5693,3472,2119,1808,144.0,10,1,151,,219069,0.376
unlab,5844,6672,2065,1946,258.0,10,1,118,,365802,0.376
unlab,5896,5712,2040,1980,282.0,10,1,152,,331428,0.376
unlab,5904,2320,1800,1652,288.0,10,1,153,,63448,0.376
unlab,5908,5648,2037,2009,288.0,10,1,131,,223883,0.376
unlab,5910,5776,2039,1993,288.0,10,1,142,,331428,0.376
unlab,5944,10960,1145,1984,300.0,10,1,167,,629645,0.376
unlab,6049,2512,2064,1818,60.0,11,1,110,,132122,0.376
unlab,6079,1680,1796,1615,72.0,11,1,138,,63448,0.376
unlab,6084,6160,2222,2026,72.0,11,1,137,,223883,0.376
unlab,6087,6992,2256,2034,72.0,11,1,108,,223883,0.376
unlab,6131,6992,2258,1993,96.0,11,1,133,,223883,0.376
unlab,6146,2192,1963,1553,108.0,11,1,142,,130630,0.376
unlab,6420,5840,2044,2027,300.0,11,3,113,,337886,0.376
unlab,6544,6992,2270,2026,78.0,12,1,150,,223883,0.376
unlab,6596,5968,2230,1914,108.0,12,1,163,,223883,0.376
unlab,6779,6608,2074,1982,276.0,12,1,107,,365802,0.376
unlab,7057,5904,2018,1907,252.0,13,1,120,,331428,0.376
unlab,7139,5200,2103,2250,6.0,14,1,135,,223883,0.376
unlab,7218,7440,2193,1938,108.0,14,1,123,,389431,0.376
unlab,7475,2768,1840,1745,240.0,15,1,139,,148524,0.376
unlab,7829,7184,1960,2037,300.0,17,1,163,,223883,0.376
unlab,7899,2704,1878,1563,204.0,18,1,215,,152268,0.376
unlab,7931,5648,1950,1966,264.0,18,1,139,,337788,0.376
unlab,7986,10064,2116,1517,108.0,19,1,154,,523254,0.376
unlab,8129,7696,2164,1920,102.0,21,1,152,,404927,0.376
unlab,8290,9680,2179,1662,96.0,24,1,152,,484277,0.376
unlab,8516,6224,2355,1956,96.0,31,1,118,,355775,0.376
unlab,8796,6736,1736,2346,312.0,55,1,134,,364263,0.376
unlab,8955,1360,1072,2333,318.0,69,1,114,,74466,0.376
wedge,1625,5104,1535,2291,300.0,61,,,1,206505,0.376
unlab,3075,6928,2103,1855,210.0,6,1,146,,373803,0.373
unlab,98,1616,1762,1578,102.0,2,1,158,,63448,0.368
unlab,102,3600,2108,1915,102.0,2,1,108,,220584,0.368
unlab,200,6480,2163,1898,186.0,2,1,181,,359498,0.368
unlab,272,2384,1879,1680,252.0,2,1,176,,142322,0.368
unlab,613,4304,2059,1876,156.0,3,1,137,,287242,0.368
unlab,744,4304,2021,1899,222.0,3,1,122,,273319,0.368
unlab,907,1488,1708,1674,330.0,3,1,164,,78218,0.368
unlab,972,9488,1907,1818,6.0,4,1,152,,465348,0.368
unlab,1361,6224,2109,1920,204.0,4,1,171,,352160,0.368
unlab,1673,5776,2100,2035,342.0,4,1,155,,223883,0.368
unlab,1732,9232,1897,1937,12.0,5,1,162,,459655,0.368
unlab,2107,3600,2036,1860,174.0,5,2,140,,219373,0.368
unlab,2195,5776,2073,1880,210.0,5,1,140,,331426,0.368
unlab,2325,6672,2104,1954,258.0,5,1,131,,366798,0.368
unlab,2513,1616,1666,1644,330.0,5,2,163,,109502,0.368
unlab,2653,7696,2049,2021,36.0,6,1,114,,395724,0.368
unlab,2797,6864,2275,1959,90.0,6,1,134,,373848,0.368
unlab,2892,7440,2129,1924,132.0,6,1,147,,395956,0.368
unlab,2926,8400,1920,1776,144.0,6,1,140,,223883,0.368
unlab,2929,10640,1795,1599,144.0,6,2,160,,598182,0.368
unlab,3017,1232,1803,1495,192.0,6,1,183,,78188,0.368
unlab,3330,6672,2111,2019,306.0,6,1,131,,366690,0.368
unlab,3381,10192,1783,1741,324.0,6,1,183,,512815,0.368
unlab,3545,6736,2254,1998,60.0,7,1,144,,366031,0.368
unlab,3621,7312,2206,1967,90.0,7,1,141,,223883,0.368
unlab,3642,1616,1796,1570,102.0,7,1,150,,63448,0.368
unlab,3943,8912,1781,1712,234.0,7,1,165,,442634,0.368
unlab,3969,7504,1961,1927,246.0,7,1,139,,223883,0.368
unlab,4133,5776,2063,2019,312.0,7,1,158,,223883,0.368
unlab,4420,1680,1791,1562,102.0,8,1,159,,63448,0.368
unlab,4428,8784,1967,1710,102.0,8,1,152,,223883,0.368
unlab,4570,5840,2087,1816,192.0,8,2,141,,337426,0.368
unlab,4571,6096,2116,1892,192.0,8,2,165,,223883,0.368
unlab,5027,5392,2213,1973,90.0,9,1,132,,325654,0.368
unlab,5129,6736,2239,1880,138.0,9,1,125,,223883,0.368
unlab,5469,9936,1939,1772,30.0,10,1,190,,522893,0.368
unlab,5480,1680,1794,1690,42.0,10,1,126,,109894,0.368
unlab,5492,7696,2076,2022,48.0,10,1,134,,404840,0.368
unlab,5502,4944,2120,2009,54.0,10,1,140,,223883,0.368
unlab,5547,6736,2280,1986,72.0,10,1,116,,223883,0.368
unlab,5620,5456,2180,1951,108.0,10,2,160,,332474,0.368
unlab,5646,2000,1812,1556,120.0,10,1,186,,63448,0.368
unlab,5650,5840,2196,1940,120.0,10,1,132,,223883,0.368
unlab,6094,5840,2209,2000,78.0,11,1,161,,223883,0.368
unlab,6140,6160,2210,1975,102.0,11,2,158,,223883,0.368
unlab,6152,7568,2140,1951,108.0,11,1,139,,395698,0.368
unlab,6224,4624,2122,1776,150.0,11,1,152,,297179,0.368
unlab,6267,2768,1895,1702,216.0,11,1,138,,165506,0.368
unlab,6390,1680,1590,1605,282.0,11,1,151,,109614,0.368
unlab,6395,6992,2054,2026,282.0,11,1,156,,374562,0.368
unlab,6434,8720,1808,1800,306.0,11,1,136,,409097,0.368
unlab,6529,6160,2231,2042,66.0,12,1,113,,352440,0.368
unlab,6553,6992,2269,2015,84.0,12,1,149,,223883,0.368
unlab,6673,912,2012,1234,204.0,12,1,166,,55947,0.368
unlab,6778,5840,2036,1991,276.0,12,1,138,,331428,0.368
unlab,6856,8528,1928,1990,24.0,13,1,158,,429097,0.368
unlab,6970,3792,2130,1802,138.0,13,1,124,,240914,0.368
unlab,6988,5072,2007,1734,192.0,13,1,144,,317425,0.368
unlab,7022,8656,1776,1705,228.0,13,1,135,,416506,0.368
unlab,7079,7056,2049,1945,270.0,13,1,140,,382193,0.368
unlab,7194,912,2210,1444,96.0,14,1,147,,49843,0.368
unlab,7257,8528,1822,1694,192.0,14,1,118,,409097,0.368
unlab,7499,2704,1842,1818,270.0,15,1,152,,63448,0.368
unlab,7660,1872,1583,1516,240.0,16,1,163,,119227,0.368
unlab,7806,5328,1938,1923,252.0,17,1,119,,325693,0.368
unlab,7907,6288,1924,1713,222.0,18,1,135,,223883,0.368
unlab,8420,3536,1694,1895,264.0,27,1,126,,215651,0.368
unlab,8483,6160,2369,1941,102.0,30,1,122,,355746,0.368
unlab,176,5392,2114,1887,168.0,2,1,124,,317429,0.36
unlab,841,5200,2006,2005,288.0,3,1,102,,318178,0.36
unlab,1187,2384,1991,1621,132.0,4,1,121,,141588,0.36
unlab,1195,5072,2118,1915,132.0,4,1,145,,223883,0.36
unlab,1344,6864,2134,1838,198.0,4,1,140,,373472,0.36
unlab,1362,6608,2156,1907,204.0,4,1,136,,366498,0.36
unlab,1396,4112,1991,1879,216.0,4,1,133,,271723,0.36
unlab,1485,7504,1983,1955,258.0,4,1,144,,223883,0.36
unlab,1801,6992,2216,2051,48.0,5,1,143,,223883,0.36
unlab,1804,3408,2089,1899,54.0,5,1,162,,200585,0.36
unlab,1846,3280,2102,1875,66.0,5,1,123,,198458,0.36
unlab,1946,5072,2140,1933,114.0,5,1,148,,317414,0.36
unlab,1973,5136,2156,1921,126.0,5,1,173,,223883,0.36
unlab,2163,2000,1702,1549,204.0,5,1,145,,119823,0.36
unlab,2202,8208,1866,1814,210.0,5,2,152,,409177,0.36
unlab,2241,6672,2116,1900,222.0,5,1,146,,366686,0.36
unlab,2495,2704,1950,1875,324.0,5,1,110,,152572,0.36
unlab,2596,8208,1919,1967,12.0,6,1,129,,421159,0.36
unlab,2603,1424,1739,1669,18.0,6,1,167,,78526,0.36
unlab,3233,5392,2014,1973,270.0,6,2,126,,326242,0.36
unlab,3282,8848,1834,1749,288.0,6,1,146,,442433,0.36
unlab,3561,6736,2259,1989,66.0,7,1,109,,223883,0.36
unlab,3825,6096,2118,1901,192.0,7,1,132,,223883,0.36
unlab,4084,5008,1916,2023,294.0,7,1,150,,223883,0.36
unlab,4216,9168,1829,1956,348.0,7,1,152,,455050,0.36
unlab,4281,912,2178,1516,48.0,8,1,171,,56420,0.36
unlab,4396,7120,2224,1939,90.0,8,1,138,,381816,0.36
unlab,4408,1872,1826,1591,96.0,8,1,152,,63448,0.36
unlab,4464,6864,2261,1908,120.0,8,1,158,,223883,0.36
unlab,4675,1232,1736,1541,246.0,8,1,179,,78158,0.36
unlab,4860,8784,1760,1966,336.0,8,2,146,,434406,0.36
unlab,4944,7696,2071,2018,48.0,9,1,143,,404973,0.36
unlab,4948,7696,2078,2010,54.0,9,1,122,,404842,0.36
unlab,5037,8784,1969,1721,96.0,9,1,152,,223883,0.36
unlab,5063,8784,1964,1699,108.0,9,1,164,,223883,0.36
unlab,5289,4368,1940,1915,258.0,9,2,120,,288081,0.36
unlab,5323,10128,1718,1624,270.0,9,1,148,,512416,0.36
unlab,5352,7632,1937,2000,288.0,9,1,160,,395622,0.36
unlab,5383,8720,1819,1792,306.0,9,1,128,,409097,0.36
unlab,5683,6160,2193,1916,138.0,10,1,117,,223883,0.36
unlab,5701,1936,1805,1476,150.0,10,1,182,,63448,0.36
unlab,5767,5904,2055,1860,222.0,10,1,116,,223883,0.36
unlab,5783,6672,2078,1897,234.0,10,1,146,,223883,0.36
unlab,5793,6672,2076,1911,240.0,10,1,156,,223883,0.36
unlab,5892,1616,1627,1606,282.0,10,3,154,,94533,0.36
unlab,5898,7120,2065,1953,282.0,10,2,135,,382447,0.36
unlab,5909,5712,2041,1989,288.0,10,1,153,,331428,0.36
unlab,5966,6608,2110,2038,312.0,10,1,156,,352191,0.36
unlab,6074,6992,2256,2045,66.0,11,1,134,,223883,0.36
unlab,6155,8720,1981,1715,108.0,11,1,145,,223883,0.36
unlab,6274,1680,1623,1500,222.0,11,1,136,,93339,0.36
unlab,6411,4368,1930,1976,294.0,11,1,136,,288041,0.36
unlab,6419,4368,1930,1989,300.0,11,1,138,,288041,0.36
unlab,6465,8912,1779,1854,330.0,11,2,230,,442597,0.36
unlab,6526,1808,1828,1638,66.0,12,1,160,,63448,0.36
unlab,6546,7632,2143,1993,78.0,12,1,136,,395712,0.36
unlab,6642,3792,2126,1807,138.0,12,1,112,,240914,0.36
unlab,6692,9104,1760,1718,222.0,12,1,124,,442540,0.36
unlab,6795,5840,2038,2009,288.0,12,1,124,,331428,0.36
unlab,6807,1616,1613,1640,300.0,12,1,134,,109512,0.36
unlab,6904,976,2165,1507,84.0,13,1,123,,67910,0.36
unlab,7005,2704,1830,1596,216.0,13,1,136,,63448,0.36
unlab,7039,5904,2022,1881,240.0,13,1,140,,331428,0.36
unlab,7134,9104,1775,2053,342.0,13,1,129,,223883,0.36
unlab,7195,2000,1844,1592,96.0,14,1,177,,63448,0.36
unlab,7207,8528,1963,1779,102.0,14,1,135,,428487,0.36
unlab,7722,10768,1732,2104,12.0,17,1,169,,600665,0.36
unlab,7768,4304,2154,1836,126.0,17,1,102,,271621,0.36
unlab,7865,2000,1882,1605,90.0,18,1,154,,63448,0.36
unlab,7965,4624,2216,1985,60.0,19,1,112,,299391,0.36
unlab,7985,6288,2266,1910,108.0,19,1,138,,223883,0.36
unlab,8120,9936,2121,1680,84.0,21,1,141,,500867,0.36
unlab,8305,2512,1763,1538,222.0,24,1,153,,63448,0.36
unlab,8388,6352,1878,1987,276.0,26,1,129,,223883,0.36
unlab,8734,4688,1591,1997,282.0,49,1,137,,294885,0.36
wedge,1824,5648,2688,1926,96.0,62,,,1,335469,0.36
unlab,441,9232,1895,1839,36.0,3,1,165,,459655,0.352
unlab,487,5072,2144,2009,66.0,3,1,149,,223883,0.352
unlab,773,3984,1989,1918,240.0,3,1,154,,257905,0.352
unlab,1343,6416,2126,1880,198.0,4,1,178,,358685,0.352
unlab,1723,2832,2002,1910,12.0,5,1,139,,166549,0.352
unlab,1963,10064,1967,1534,120.0,5,1,146,,523216,0.352
unlab,2024,1360,1777,1536,144.0,5,1,179,,63448,0.352
unlab,2090,2704,2022,1675,168.0,5,1,113,,152270,0.352
unlab,2196,6096,2093,1913,210.0,5,1,132,,223883,0.352
unlab,2640,1808,1772,1678,30.0,6,1,169,,63448,0.352
unlab,2667,9232,1929,1871,42.0,6,1,158,,459619,0.352
unlab,2775,2384,2002,1701,84.0,6,1,146,,141588,0.352
unlab,3020,5840,2090,1830,192.0,6,1,149,,337426,0.352
unlab,3236,7504,1967,1971,270.0,6,1,172,,395622,0.352
unlab,3256,7568,1949,1991,276.0,6,3,129,,395622,0.352
unlab,3301,7696,1911,1994,294.0,6,1,151,,395683,0.352
unlab,3614,1616,1799,1591,90.0,7,1,129,,63448,0.352
unlab,3824,5840,2089,1823,192.0,7,2,147,,337426,0.352
unlab,3839,5840,2083,1861,198.0,7,1,140,,331426,0.352
unlab,3843,9424,1863,1594,198.0,7,1,166,,469972,0.352
unlab,4068,4816,1958,1954,288.0,7,1,140,,310024,0.352
unlab,4143,2128,1810,1642,318.0,7,1,134,,126346,0.352
unlab,4419,1488,1834,1604,102.0,8,1,161,,94474,0.352
unlab,4822,6224,2089,2030,318.0,8,1,170,,352118,0.352
unlab,4970,1680,1787,1623,66.0,9,1,127,,63448,0.352
unlab,5012,7120,2232,1949,84.0,9,1,140,,381816,0.352
unlab,5206,912,1992,1251,210.0,9,1,132,,55947,0.352
unlab,5244,5904,2048,1884,234.0,9,1,134,,338404,0.352
unlab,5270,9296,1845,1815,246.0,9,1,168,,442759,0.352
unlab,5291,5264,2000,1951,258.0,9,1,154,,326180,0.352
unlab,5390,6608,2114,2034,312.0,9,1,144,,366434,0.352
unlab,5840,4368,1931,1913,258.0,10,1,140,,288177,0.352
unlab,6151,5904,2225,1913,108.0,11,1,124,,338416,0.352
unlab,6348,6800,2070,1915,258.0,11,1,138,,223883,0.352
unlab,6399,8848,1803,1751,282.0,11,1,142,,442474,0.352
unlab,6490,4816,2092,2091,18.0,12,1,141,,223883,0.352
unlab,6664,912,2075,1291,192.0,12,1,171,,56401,0.352
unlab,6688,1424,1659,1542,222.0,12,1,141,,94298,0.352
unlab,6780,7312,1992,1980,276.0,12,1,134,,389784,0.352
unlab,7052,8528,1736,1755,246.0,13,1,170,,424062,0.352
unlab,7205,5968,2238,1923,102.0,14,1,154,,223883,0.352
unlab,7321,8016,1762,1898,276.0,14,1,129,,408629,0.352
unlab,8167,1424,1554,1794,318.0,21,1,148,,78502,0.352
unlab,8342,5712,2304,1797,132.0,25,1,140,,223883,0.352
unlab,8581,10320,1959,1145,162.0,34,1,125,,544896,0.352
unlab,8658,3152,1420,1718,258.0,41,1,160,,171905,0.352
unlab,8672,10960,1472,2609,18.0,43,1,156,,640853,0.352
unlab,8764,3152,1897,3004,354.0,52,1,103,,185552,0.352
unlab,8787,4496,2586,2315,54.0,55,1,141,,223883,0.352
wedge,1704,5392,2564,1637,126.0,67,,,1,320593,0.352
unlab,96,4752,2098,1913,96.0,2,1,125,,311247,0.344
unlab,400,8144,1923,1968,12.0,3,1,151,,420987,0.344
unlab,691,8784,1828,1618,198.0,3,1,130,,442429,0.344
unlab,978,7120,2160,2065,12.0,4,1,120,,223883,0.344
unlab,1792,4880,2118,2032,42.0,5,1,152,,223883,0.344
unlab,1915,1616,1783,1573,102.0,5,1,170,,63448,0.344
unlab,2187,1360,1683,1533,210.0,5,1,130,,78509,0.344
unlab,2678,3792,2058,1959,48.0,6,1,105,,241373,0.344
unlab,2851,5072,2146,1930,114.0,6,1,123,,317404,0.344
unlab,3012,3728,2009,1856,186.0,6,1,162,,219323,0.344
unlab,3470,6160,2156,2070,24.0,7,1,154,,352083,0.344
unlab,3497,7696,2055,2029,36.0,7,1,135,,404917,0.344
unlab,3528,8144,1969,1936,54.0,7,1,138,,421333,0.344
unlab,3544,6416,2242,2025,60.0,7,1,146,,223883,0.344
unlab,3732,4752,2105,1850,138.0,7,1,134,,298953,0.344
unlab,4694,4368,1941,1906,252.0,8,2,122,,288081,0.344
unlab,4930,912,2177,1529,42.0,9,1,156,,56420,0.344
unlab,4954,1808,1812,1643,60.0,9,1,162,,63448,0.344
unlab,5010,3152,2134,1858,84.0,9,1,132,,181302,0.344
unlab,5104,912,2174,1396,132.0,9,1,161,,50837,0.344
unlab,5330,7312,2010,1978,276.0,9,1,154,,389851,0.344
unlab,5524,10896,1630,2000,60.0,10,1,159,,638402,0.344
unlab,5750,5200,2020,1889,210.0,10,1,122,,223883,0.344
unlab,5826,5456,1990,1939,252.0,10,1,170,,223883,0.344
unlab,5980,9104,1766,1935,324.0,10,1,197,,455015,0.344
unlab,6104,2448,2033,1749,84.0,11,2,161,,141464,0.344
unlab,6331,5712,2028,1934,252.0,11,1,134,,337982,0.344
unlab,6486,1616,1745,1821,12.0,12,1,155,,94552,0.344
unlab,6690,6352,2067,1874,222.0,12,2,149,,351615,0.344
unlab,6861,4304,2134,2024,42.0,13,1,144,,272848,0.344
unlab,6915,6928,2254,1932,90.0,13,1,143,,223883,0.344
unlab,6939,6416,2262,1942,108.0,13,1,142,,223883,0.344
unlab,6958,2448,2031,1675,126.0,13,1,145,,140686,0.344
unlab,7098,5904,2030,1988,294.0,13,1,149,,337886,0.344
unlab,7366,11024,1147,2208,6.0,15,1,148,,629849,0.344
unlab,7449,8784,1966,1556,150.0,15,1,169,,437049,0.344
unlab,8208,10640,1786,1291,174.0,22,1,188,,574063,0.344
unlab,8236,6352,1979,2078,306.0,22,1,148,,359629,0.344
unlab,8392,7952,1697,2011,294.0,26,1,143,,409268,0.344
unlab,8429,3216,1810,2129,324.0,27,1,110,,193543,0.344
unlab,9014,9872,2006,453,174.0,76,1,163,,481400,0.344
unlab,358,912,2093,1506,342.0,2,2,158,,56450,0.336
unlab,929,2128,1840,1642,342.0,3,2,146,,126994,0.336
unlab,1139,9552,1990,1699,102.0,4,1,138,,470035,0.336
unlab,1274,3600,2047,1874,162.0,4,1,143,,220699,0.336
unlab,2236,3280,2001,1807,222.0,5,1,147,,198746,0.336
unlab,2630,10128,1877,1729,24.0,6,1,195,,523302,0.336
unlab,3034,5840,2086,1870,198.0,6,2,132,,331426,0.336
unlab,3103,2128,1806,1533,222.0,6,1,140,,121341,0.336
unlab,3138,8208,1830,1821,234.0,6,1,135,,395683,0.336
unlab,3315,5392,2006,2025,300.0,6,1,108,,326242,0.336
unlab,4104,7632,1952,2014,300.0,7,1,145,,223883,0.336
unlab,4680,6480,2058,1922,246.0,8,1,119,,223883,0.336
unlab,4981,8976,1931,1789,66.0,9,1,130,,449846,0.336
unlab,5011,5392,2215,1985,84.0,9,1,125,,325654,0.336
unlab,5278,4368,1933,1903,252.0,9,1,141,,288165,0.336
unlab,5370,6864,2086,2009,300.0,9,1,145,,374339,0.336
unlab,5870,7312,2001,1967,270.0,10,1,140,,389842,0.336
unlab,6011,3408,2078,1974,18.0,11,1,158,,220343,0.336
unlab,6283,4432,1945,1826,228.0,11,1,115,,285852,0.336
unlab,6714,6864,2081,1905,240.0,12,1,126,,374308,0.336
unlab,6781,9680,1686,1714,276.0,12,1,150,,479403,0.336
unlab,6916,8336,1968,1862,90.0,13,1,126,,223883,0.336
unlab,6934,10256,2008,1655,102.0,13,1,150,,547277,0.336
unlab,7084,6160,2019,2004,276.0,13,1,121,,352074,0.336
unlab,7569,6224,2253,1992,84.0,16,1,114,,352573,0.336
unlab,7611,10832,1919,1633,120.0,16,1,146,,609283,0.336
unlab,7847,2704,2171,1948,54.0,18,1,129,,152129,0.336
unlab,8091,5328,1921,1937,258.0,20,1,181,,223883,0.336
unlab,8124,7632,2206,1969,90.0,21,1,152,,223883,0.336
unlab,8147,5136,1860,1863,240.0,21,1,144,,223883,0.336
unlab,8153,5776,1952,1930,258.0,21,1,118,,337460,0.336
unlab,8690,3600,1565,1665,240.0,44,1,138,,213047,0.336
unlab,451,8848,1923,1780,42.0,3,1,163,,449316,0.328
unlab,675,2256,1868,1545,192.0,3,1,148,,130889,0.328
unlab,866,6480,2083,2036,306.0,3,1,133,,223883,0.328
unlab,1016,11088,1042,2144,30.0,4,2,139,,650347,0.328
unlab,1128,9552,1985,1709,96.0,4,1,137,,484143,0.328
unlab,1848,7568,2108,2008,66.0,5,1,148,,382073,0.328
unlab,2243,7632,1977,1909,222.0,5,1,136,,223883,0.328
unlab,2414,7504,1992,2000,294.0,5,1,155,,223883,0.328
unlab,2922,5648,2165,1917,144.0,6,1,116,,317429,0.328
unlab,3010,3344,2016,1672,186.0,6,1,161,,199875,0.328
unlab,3205,7312,2016,1948,258.0,6,1,142,,389843,0.328
unlab,4297,2896,2159,1957,54.0,8,1,146,,152072,0.328
unlab,4475,5712,2203,1903,126.0,8,1,167,,223883,0.328
unlab,5373,8720,1812,1787,300.0,9,2,149,,409097,0.328
